N,Iteration,a,v,t,R_pred,M_pred,V_pred,a_est,v_est,t_est
40,1,1.6002257320953055,1.4326754473269516,0.2895335925201902,0.9082626600349061,1.7489671830059264,0.5307859070165734,1.6805623315768075,1.4409919238268878,0.26884625413389496
40,2,0.7858390430222362,1.2319793503940923,0.1580743302660655,0.7247481011823195,0.3833891733269036,0.17767108816768584,0.878092683488402,1.1785145452427894,0.1325040810162778
40,3,1.1590806213802132,0.9741206605674442,0.26960857926394766,0.7556698851887746,0.9748277462365402,0.7606735009579004,1.0630499845357297,1.0523679369949033,0.22755170340299788
40,4,0.855027139897671,0.9135479928209347,0.16164093801123652,0.6859189347091461,0.45920607701759913,0.5415755544908143,0.8310025713766269,0.8256616674117958,0.1130508234082066
40,5,0.9430127657147753,1.2892822030679674,0.35440439756101194,0.7713252720561902,0.7286936862605199,0.21527900071367662,1.0061741727288247,1.3096217411874378,0.32536819763968605
40,6,1.8110208544331383,1.1697079777109174,0.12983032182446191,0.8926754390296375,2.3319107879330545,1.193900179981746,1.8982866176224116,1.2287880046652726,0.0832179468007398
40,7,0.7849656934065596,1.2263294822394044,0.13575212169278333,0.7236473803587631,0.36049606411671,0.1799521817076772,0.8769438808906703,1.13797085129765,0.13589269283259
40,8,1.507910474805541,1.3318604685555535,0.353228062265162,0.8816685233933765,1.6564210302683435,0.5456509296691654,1.5690466375235177,1.3177132358234467,0.3798779223935279
40,9,1.8990527182630357,0.8874716442658352,0.11192969333386112,0.8436123778487303,2.904591541189543,2.738904344921776,1.8149143957489495,0.7958661702212728,0.06389065561573393
40,10,1.1963507318255118,1.442979491859148,0.47339570734651526,0.8489397650041226,1.165604864634468,0.25457388412151727,1.2489158779497114,1.5403520434651763,0.4294124986266199
40,11,0.7171707866490701,1.6881630581988234,0.14112311602690816,0.7704229998218393,0.305903082675839,0.055486081051888646,0.7884633396758514,1.695075697217971,0.12260617806704383
40,12,1.733096174680336,1.8044891545799737,0.36257026723543173,0.9580070444113289,1.8873011772289443,0.38166101639941385,1.6368788125703242,1.7299823210554037,0.31926784089276916
40,13,0.6482465603457395,1.668069844792111,0.42392897492653914,0.7467438017876357,0.548249391998836,0.04770233043596913,0.5971760160893584,1.5950186185603168,0.3995130119383631
40,14,1.9504184957283692,1.9946122098128283,0.49123377767832965,0.979970740709765,2.322037973978825,0.4059773140120723,2.0141634358315996,1.9560263096580448,0.5116293355581546
40,15,1.2751338867062347,1.231144632130015,0.2573717669611354,0.8277656794256243,1.1231286852382434,0.45544810264646646,1.2264090711263589,1.14860026271763,0.30498104059477626
40,16,0.8305234374803537,1.836023705891399,0.20232057045515972,0.821253131378237,0.4437014506232726,0.05799278493661185,0.8488401164594943,1.8769500180479248,0.23080842445088562
40,17,0.999658728311662,1.613434619173006,0.268561699841562,0.8338114069189114,0.6820691343142962,0.12500535458731024,0.9564087233528605,1.600659652390914,0.24544512533839646
40,18,1.8239577115476915,0.9974223715694618,0.33055676805226175,0.8604768561567413,2.735239625935473,1.822874222835093,1.8778134516804035,0.9018699134556378,0.340500633050222
40,19,0.918947337946336,1.5532256423427864,0.20846883140701633,0.8064853588909602,0.5417313135498034,0.11651895093270646,0.920631840079391,1.5382866794151016,0.22500007428415925
40,20,1.34635982675149,0.610178114719248,0.32845442531464786,0.6945587502965115,1.4844240596625546,4.453440370963834,1.3305582461083498,0.6996841435087204,0.3626865244404023
40,21,1.7286915236061056,1.541830141394402,0.35692640458522484,0.934950720653179,2.0429689288731536,0.5475385614677617,1.741867966627428,1.5921683164152762,0.37963730101163196
40,22,1.2328302617402505,1.0781039830147485,0.27961215968690345,0.7906949053919948,1.0992336523641857,0.626173997215205,1.2462229324869074,1.0610627678159126,0.2674030128088856
40,23,1.0003805895675777,1.795264539051976,0.28237044590718796,0.857654946979175,0.6811164028202172,0.09361080622846088,1.0246361866634932,1.6991911163886024,0.27726032821236274
