N,Iteration,a,v,t,R_pred,M_pred,V_pred,a_est,v_est,t_est
4000,1,1.6029989815185481,1.0254269663268945,0.39008836997856333,0.8380456926317481,2.084298058076416,1.2572863964889989,1.5533644821254284,1.0517460676714725,0.4340665491640011
4000,2,1.6801684180680392,0.7724447614209866,0.4886516218498248,0.7854707779679322,2.575206714538895,3.1640896452885237,1.6179685438320792,0.6978608022972136,0.4788511706154758
4000,3,0.8846759813851635,0.6381358545618999,0.27701934551815094,0.6375031568857744,0.614305093929929,1.830199028575385,0.7998266856751435,0.6793412363066742,0.28244523352811657
4000,4,1.13475654940996,1.7426918988997833,0.2920057444531977,0.8784177240066725,0.8512303201604351,0.13693383704258227,1.1603039335592942,1.7308301927408287,0.2479409541437898
4000,5,1.7704081658184072,0.978489821481245,0.14025316043368538,0.8497097466713044,2.3806669033351313,1.7897980330247976,1.8482941263932604,0.883058432859829,0.10272303408749606
4000,6,1.5177785788857738,1.1023998335497445,0.2133159841402248,0.8420018454019398,1.6426579483783967,0.9110703279497119,1.4884305459492255,1.108476484585787,0.17295391441158728
4000,7,1.0148687814252628,1.9299946360107836,0.4495001023673656,0.8763912517503681,0.851229118447673,0.08028097321692193,0.9884089183318776,1.9092970539558025,0.459423780749179
4000,8,1.6734544997254353,1.3736830118398933,0.2739516766533828,0.9087772765651445,1.9406539638954508,0.659594821561839,1.6747190644550771,1.30206056752146,0.2567914000889482
4000,9,1.724256070754848,0.8573873396046099,0.2924218469787835,0.8143240337768469,2.472309171166907,2.445652707475754,1.8142513263745925,0.8707899723050784,0.318528585943902
4000,10,0.5338122808059135,0.5054675859353017,0.2403298231863615,0.5670498943236671,0.3159281013844496,1.5005465244797505,0.44586953854438083,0.4655573532696978,0.2249098318903178
4000,11,1.9062159226236808,0.8258793063180916,0.24686142572508546,0.828396352511206,3.13658247798903,3.3733558944515782,1.8727755749186246,0.7649553129901357,0.2737769510131374
4000,12,0.908623718517921,0.799259478583294,0.309592365387512,0.6739765747778544,0.6690114347052736,0.9290494561088167,0.8468633041865715,0.7796889379065138,0.3207391938034831
4000,13,0.969026078043002,1.8609598071592799,0.2539708279200229,0.8585524241226183,0.6158108446950503,0.07896976249932931,1.0597727789990519,1.8065370500409337,0.22312963818166628
4000,14,1.9453705354241388,0.7455946446936177,0.16924434545502703,0.8100688880290521,3.3169207243583747,4.72595834725983,1.935457418630769,0.7301974527072065,0.20267295793309006
4000,15,0.5088746536071953,1.4141497169738841,0.4066367033612325,0.6725244225765621,0.46982066122691163,0.052722576775270535,0.4945372559457767,1.4378492825518974,0.39093789201185003
4000,16,1.8741598636088344,1.539040813157582,0.15259857225859452,0.9470702906566703,2.19325050642807,0.6821931150680034,1.8061009508008996,1.5246519610599127,0.19003620759891499
4000,17,0.7443249205610274,1.796337784709074,0.275064454188698,0.7920058755433299,0.45518311121934135,0.04934002899370664,0.6903200652244283,1.708522907130709,0.27999198243300366
4000,18,1.4650614041119745,1.2267488444667047,0.13176336276157774,0.8578153601256358,1.3838805375343066,0.6294128429639806,1.444765322688334,1.2440043656719983,0.11769614980398391
4000,19,0.820957729821654,0.7572092067283577,0.48851617120478263,0.6505907105294875,0.7565896714699236,0.9241062929358911,0.782117686912697,0.6613473320912223,0.5316957817688811
4000,20,1.013433594038538,1.8632168970097447,0.49135330556983947,0.8685554793112898,0.8976656778481596,0.08757951613599659,1.1132397023284375,1.8219496759586096,0.524645731574456
4000,21,0.9088591703459569,1.372807420829651,0.36602010202108315,0.7768994926770795,0.6992436811197229,0.16529187421892097,0.8255429155895792,1.4005513645591035,0.3679653238742503
4000,22,1.2697481518338605,0.9303495192486744,0.18863731903154413,0.7651831884996739,1.1077420995897769,1.0418204655853176,1.3150259175001229,0.9701661646987294,0.21545643254621832
4000,23,1.649908748188433,0.6508099656046502,0.38665161281146365,0.7453145435357051,2.438848138074503,5.20915555104138,1.6675848301021114,0.7165717666008948,0.387010025366784
4000,24,0.7686384444029544,1.0077516133512956,0.44523574957476175,0.6845143977911121,0.6615827900241705,0.3266885305896143,0.7481614644896174,1.0486197651884956,0.46204843462565515
4000,25,1.5411011871350593,1.688633308292516,0.2486698280848157,0.9310129766490344,1.4610736589891073,0.3260072622841943,1.6361305883420494,1.7586430646152775,0.24200159992763387
4000,26,1.6918420854948326,1.4501702210798832,0.10697018892638943,0.9208140339210695,1.7681661860014894,0.5968677773211728,1.7125293408522897,1.4685420013905968,0.07758500659190412
4000,27,0.9549085107169708,0.6710352587864385,0.4811280210234631,0.6549291445821374,0.9021854230418636,1.7844090182831494,0.8987692177732324,0.6126936659770348,0.4516219882576186
4000,28,0.7412870072258462,1.5119106609381117,0.3183517077266461,0.7541296111906516,0.5030793616403073,0.08330424684102283,0.7019415859245413,1.5495713396382929,0.2692528893971144
4000,29,1.5249754681749228,0.5468518459218022,0.25507196148002664,0.6971864586038058,1.932188011944643,7.909292007772939,1.5248500499960447,0.5425929723920905,0.24126039179096442
4000,30,1.718227815702426,1.6727811471252183,0.38188231699383157,0.9465571806576955,1.9581480648623772,0.4455164231943859,1.6388526483338457,1.605249905204468,0.3375103454102044
4000,31,1.6785258220359829,0.6184665158787879,0.10528591109279564,0.7384855542450538,2.2781468619349963,6.319862153593653,1.7781913218195218,0.679897577739558,0.09571188060371923
4000,32,0.9830185933138407,1.0177332929329832,0.35403312875517157,0.7311471922259087,0.7929761019669925,0.48987712769353103,1.0188667610979891,0.9868987986385699,0.3979253841621297
